"parameter","median","ci_low","ci_high","pd","model"
"z_recoded_grammaticality:z_recoded_caudality",-0.00603096745,-0.016822338025,0.00484283529,0.86690625,"erp_differential_object_marking_400_900_midline_itemslope"
"z_recoded_grammaticality:z_recoded_session:z_recoded_mini_language",-0.0065446277,-0.017989196175,0.0050110305225,0.862875,"erp_differential_object_marking_400_900_midline_itemslope"
"Intercept",-0.020559079,-0.046261662025,0.00432274078249999,0.9478125,"erp_differential_object_marking_400_900_midline_retfree"
"z_baseline_predictor",0.36639393,0.35524336025,0.37750135975,1,"erp_differential_object_marking_400_900_midline_retfree"
"z_recoded_grammaticality",-0.020670486,-0.05063511645,0.0099146930075,0.91184375,"erp_differential_object_marking_400_900_midline_retfree"
"z_recoded_session",0.0117876275,-0.027137973175,0.050835453925,0.72821875,"erp_differential_object_marking_400_900_midline_retfree"
"z_recoded_mini_language",-0.016686476,-0.0431910838,0.00872255346249999,0.89753125,"erp_differential_object_marking_400_900_midline_retfree"
"z_retention",-0.082961832,-0.13380383325,-0.0329366789750001,0.9993125,"erp_differential_object_marking_400_900_midline_retfree"
"z_recoded_caudality",0.0288115605,0.017875025575,0.03963705055,1,"erp_differential_object_marking_400_900_midline_retfree"
"z_multilingual_language_diversity",0.0063547742,-0.00713529887,0.020246750675,0.82390625,"erp_differential_object_marking_400_900_midline_retfree"
"z_recoded_grammaticality:z_recoded_session",-0.00325263505,-0.022792663275,0.01630222295,0.6244375,"erp_differential_object_marking_400_900_midline_retfree"
"z_recoded_grammaticality:z_recoded_mini_language",0.000892040645,-0.028866084925,0.0308784576,0.52340625,"erp_differential_object_marking_400_900_midline_retfree"
"z_recoded_session:z_recoded_mini_language",0.000668487545,-0.03851343845,0.04046704265,0.51325,"erp_differential_object_marking_400_900_midline_retfree"
"z_recoded_grammaticality:z_retention",0.00373439305,-0.04180566005,0.05044712565,0.5634375,"erp_differential_object_marking_400_900_midline_retfree"
"z_recoded_mini_language:z_retention",-0.034696224,-0.0865567995,0.0167991677,0.90678125,"erp_differential_object_marking_400_900_midline_retfree"
"z_recoded_grammaticality:z_recoded_caudality",-0.0059912583,-0.01685775305,0.00483585233249999,0.8641875,"erp_differential_object_marking_400_900_midline_retfree"
"z_recoded_grammaticality:z_recoded_session:z_recoded_mini_language",0.021576483,0.00183205316250002,0.041399405475,0.98409375,"erp_differential_object_marking_400_900_midline_retfree"
"z_recoded_grammaticality:z_recoded_mini_language:z_retention",-0.0805513895,-0.1272558605,-0.03455778505,0.999625,"erp_differential_object_marking_400_900_midline_retfree"
"Intercept",0.0046820479,-0.0148263132,0.024304844025,0.68209375,"erp_differential_object_marking_400_900_midline"
"z_baseline_predictor",0.366788485,0.355705569,0.3777765325,1,"erp_differential_object_marking_400_900_midline"
"z_recoded_grammaticality",-0.020718934,-0.048090697075,0.0069536880175,0.92996875,"erp_differential_object_marking_400_900_midline"
"z_recoded_session",-0.013354185,-0.04796203845,0.021394162025,0.77259375,"erp_differential_object_marking_400_900_midline"
"z_recoded_mini_language",-0.00420495395,-0.023840681675,0.015317130625,0.660375,"erp_differential_object_marking_400_900_midline"
"z_recoded_caudality",0.028800416,0.01789302385,0.0397547825,1,"erp_differential_object_marking_400_900_midline"
"z_multilingual_language_diversity",0.003818556,-0.0090891224275,0.017043261525,0.7165625,"erp_differential_object_marking_400_900_midline"
"z_recoded_grammaticality:z_recoded_session",-0.00158020995,-0.01336029725,0.0102798195,0.60603125,"erp_differential_object_marking_400_900_midline"
"z_recoded_grammaticality:z_recoded_mini_language",0.022061891,-0.00563187214499999,0.049333003225,0.9415625,"erp_differential_object_marking_400_900_midline"
"z_recoded_session:z_recoded_mini_language",-0.0092250281,-0.044017381425,0.025700533225,0.6956875,"erp_differential_object_marking_400_900_midline"
"z_recoded_grammaticality:z_recoded_caudality",-0.0060151369,-0.016924369775,0.00492081565749998,0.86071875,"erp_differential_object_marking_400_900_midline"
"z_recoded_grammaticality:z_recoded_session:z_recoded_mini_language",-0.0061276995,-0.01796165295,0.00570066971749999,0.84534375,"erp_differential_object_marking_400_900_midline"
"Intercept",0.00522496055,-0.0141793325,0.0247420308,0.70128125,"erp_differential_object_marking_400_900_midline_weakprior_itemslope"
"z_baseline_predictor",0.36512497,0.35379760775,0.37647769875,1,"erp_differential_object_marking_400_900_midline_weakprior_itemslope"
"z_recoded_grammaticality",-0.020170494,-0.050975753025,0.01049162665,0.904375,"erp_differential_object_marking_400_900_midline_weakprior_itemslope"
"z_recoded_session",-0.0134775365,-0.049630293875,0.0223503062999999,0.7726875,"erp_differential_object_marking_400_900_midline_weakprior_itemslope"
"z_recoded_mini_language",-0.00573192185,-0.025970611,0.014226206375,0.71296875,"erp_differential_object_marking_400_900_midline_weakprior_itemslope"
"z_recoded_caudality",0.028825887,0.017959887275,0.039644854625,1,"erp_differential_object_marking_400_900_midline_weakprior_itemslope"
"z_multilingual_language_diversity",0.00511044555,-0.007935732585,0.01847705875,0.77921875,"erp_differential_object_marking_400_900_midline_weakprior_itemslope"
"z_recoded_grammaticality:z_recoded_session",-0.00164965255,-0.013235064725,0.00997265839,0.61115625,"erp_differential_object_marking_400_900_midline_weakprior_itemslope"
"z_recoded_grammaticality:z_recoded_mini_language",0.022254621,-0.00845191885749998,0.05311587325,0.92540625,"erp_differential_object_marking_400_900_midline_weakprior_itemslope"
"z_recoded_session:z_recoded_mini_language",-0.00945909905,-0.045691857775,0.026592695275,0.7020625,"erp_differential_object_marking_400_900_midline_weakprior_itemslope"
"z_recoded_grammaticality:z_recoded_caudality",-0.0061011731,-0.0169638248,0.004768344085,0.86740625,"erp_differential_object_marking_400_900_midline_weakprior_itemslope"
"z_recoded_grammaticality:z_recoded_session:z_recoded_mini_language",-0.0064245032,-0.018162507525,0.0052198647925,0.86290625,"erp_differential_object_marking_400_900_midline_weakprior_itemslope"
"Intercept",0.00475195805,-0.0148554502,0.024560344575,0.68228125,"erp_differential_object_marking_400_900_midline_weakprior"
"z_baseline_predictor",0.36687694,0.35562867475,0.3781587405,1,"erp_differential_object_marking_400_900_midline_weakprior"
"z_recoded_grammaticality",-0.0205500445,-0.047978653825,0.0074343785525,0.928875,"erp_differential_object_marking_400_900_midline_weakprior"
"z_recoded_session",-0.0133940105,-0.047990204675,0.02136733705,0.77803125,"erp_differential_object_marking_400_900_midline_weakprior"
"z_recoded_mini_language",-0.00442875445,-0.024360669775,0.015602466175,0.67384375,"erp_differential_object_marking_400_900_midline_weakprior"
"z_recoded_caudality",0.028762642,0.017979272525,0.039674405875,1,"erp_differential_object_marking_400_900_midline_weakprior"
"z_multilingual_language_diversity",0.003996987,-0.009273825485,0.0172664769,0.72265625,"erp_differential_object_marking_400_900_midline_weakprior"
"z_recoded_grammaticality:z_recoded_session",-0.00154507015,-0.01320679855,0.010211650925,0.6028125,"erp_differential_object_marking_400_900_midline_weakprior"
"z_recoded_grammaticality:z_recoded_mini_language",0.02194611,-0.005616800335,0.04958257525,0.94246875,"erp_differential_object_marking_400_900_midline_weakprior"
"z_recoded_session:z_recoded_mini_language",-0.00924765705,-0.044517821425,0.0255955253,0.7008125,"erp_differential_object_marking_400_900_midline_weakprior"
"z_recoded_grammaticality:z_recoded_caudality",-0.0060514718,-0.016859661575,0.00470514263249997,0.864375,"erp_differential_object_marking_400_900_midline_weakprior"
"z_recoded_grammaticality:z_recoded_session:z_recoded_mini_language",-0.0061037822,-0.017881074525,0.00548649268,0.8464375,"erp_differential_object_marking_400_900_midline_weakprior"
"Intercept",0.0118760535,-0.00645495524499999,0.030281979525,0.90015625,"erp_gender_agreement_200_500_lateral_itemslope_retfree"
"z_baseline_predictor",0.52528695,0.5191486785,0.531337013,1,"erp_gender_agreement_200_500_lateral_itemslope_retfree"
"z_recoded_grammaticality",0.0136522435,-0.00477614384749999,0.03215031475,0.9275,"erp_gender_agreement_200_500_lateral_itemslope_retfree"
"z_recoded_session",0.0366260795,-0.000686978565249995,0.0731148196999999,0.9728125,"erp_gender_agreement_200_500_lateral_itemslope_retfree"
"z_recoded_mini_language",0.011114363,-0.00739728027749999,0.02939987235,0.88696875,"erp_gender_agreement_200_500_lateral_itemslope_retfree"
"z_retention",0.0211721275,-0.005882958645,0.04829135525,0.937875,"erp_gender_agreement_200_500_lateral_itemslope_retfree"
"z_recoded_hemisphere",0.0521602965,0.0462187138,0.058107476475,1,"erp_gender_agreement_200_500_lateral_itemslope_retfree"
"z_recoded_caudality",-0.0439247975,-0.049843828475,-0.038038279575,1,"erp_gender_agreement_200_500_lateral_itemslope_retfree"
"z_multilingual_language_diversity",-0.0045549137,-0.01649834385,0.007100513855,0.7815,"erp_gender_agreement_200_500_lateral_itemslope_retfree"
"z_recoded_grammaticality:z_recoded_session",0.011569468,0.0028508805125,0.02012430895,0.9949375,"erp_gender_agreement_200_500_lateral_itemslope_retfree"
"z_recoded_grammaticality:z_recoded_mini_language",0.00561933935,-0.01309477595,0.023733290025,0.72221875,"erp_gender_agreement_200_500_lateral_itemslope_retfree"
"z_recoded_session:z_recoded_mini_language",-0.0383124025,-0.074950496025,-0.00141342558250011,0.97915625,"erp_gender_agreement_200_500_lateral_itemslope_retfree"
"z_recoded_grammaticality:z_retention",0.00331192915,-0.020010416425,0.02677384885,0.60865625,"erp_gender_agreement_200_500_lateral_itemslope_retfree"
"z_recoded_mini_language:z_retention",0.029859499,0.00345352448250001,0.0560511622,0.98640625,"erp_gender_agreement_200_500_lateral_itemslope_retfree"
"z_recoded_grammaticality:z_recoded_hemisphere",0.0036609093,-0.00221107187,0.0095220846325,0.886125,"erp_gender_agreement_200_500_lateral_itemslope_retfree"
"z_recoded_grammaticality:z_recoded_caudality",-0.0044787425,-0.010441647875,0.00142198348,0.9305625,"erp_gender_agreement_200_500_lateral_itemslope_retfree"
"z_recoded_grammaticality:z_recoded_session:z_recoded_mini_language",-0.0071093507,-0.0157698017,0.00164594926999999,0.94390625,"erp_gender_agreement_200_500_lateral_itemslope_retfree"
"z_recoded_grammaticality:z_recoded_mini_language:z_retention",0.0239224445,0.000442168351500003,0.047421949375,0.9770625,"erp_gender_agreement_200_500_lateral_itemslope_retfree"
"Intercept",0.00383305075,-0.0110813899,0.01903576355,0.68903125,"erp_gender_agreement_200_500_lateral_itemslope"
"z_baseline_predictor",0.525283755,0.51931203525,0.53127733875,1,"erp_gender_agreement_200_500_lateral_itemslope"
"z_recoded_grammaticality",0.012226275,-0.00426689477,0.02898633355,0.9289375,"erp_gender_agreement_200_500_lateral_itemslope"
"z_recoded_session",0.0408324925,0.00497962222500002,0.077082030975,0.98671875,"erp_gender_agreement_200_500_lateral_itemslope"
"z_recoded_mini_language",-0.000276388605,-0.01548953235,0.0149975548,0.51446875,"erp_gender_agreement_200_500_lateral_itemslope"
"z_recoded_hemisphere",0.0521574105,0.04613937515,0.0580649619,1,"erp_gender_agreement_200_500_lateral_itemslope"
"z_recoded_caudality",-0.043930914,-0.0498300056,-0.038011513875,1,"erp_gender_agreement_200_500_lateral_itemslope"
"z_multilingual_language_diversity",-0.0044765078,-0.01630546035,0.0074707809125,0.774625,"erp_gender_agreement_200_500_lateral_itemslope"
"z_recoded_grammaticality:z_recoded_session",0.012284028,0.0060036386675,0.0185631578,0.9999375,"erp_gender_agreement_200_500_lateral_itemslope"
"z_recoded_grammaticality:z_recoded_mini_language",-0.0025096175,-0.019356493675,0.01404932895,0.617,"erp_gender_agreement_200_500_lateral_itemslope"
"z_recoded_session:z_recoded_mini_language",-0.0323633455,-0.0693912313,0.00369247871249999,0.96084375,"erp_gender_agreement_200_500_lateral_itemslope"
"z_recoded_grammaticality:z_recoded_hemisphere",0.00369445395,-0.002267553525,0.00959375370249999,0.88571875,"erp_gender_agreement_200_500_lateral_itemslope"
"z_recoded_grammaticality:z_recoded_caudality",-0.00450410585,-0.0104395495,0.00137678614,0.933875,"erp_gender_agreement_200_500_lateral_itemslope"
"z_recoded_grammaticality:z_recoded_session:z_recoded_mini_language",-0.00095917984,-0.00727947286,0.005266718735,0.619875,"erp_gender_agreement_200_500_lateral_itemslope"
"Intercept",0.011255237,-0.0062320000975,0.0289867585,0.89671875,"erp_gender_agreement_200_500_lateral_retfree"
"z_baseline_predictor",0.525435455,0.51935586,0.531516711,1,"erp_gender_agreement_200_500_lateral_retfree"
"z_recoded_grammaticality",0.0131284365,-0.0031336535175,0.02935878655,0.9461875,"erp_gender_agreement_200_500_lateral_retfree"
"z_recoded_session",0.0363321065,-0.000319594341499996,0.072772472475,0.97409375,"erp_gender_agreement_200_500_lateral_retfree"
"z_recoded_mini_language",0.0110507905,-0.00687767548999998,0.028949762275,0.88703125,"erp_gender_agreement_200_500_lateral_retfree"
"z_retention",0.0193174075,-0.00707414024499999,0.04549896865,0.9205625,"erp_gender_agreement_200_500_lateral_retfree"
"z_recoded_hemisphere",0.0521702455,0.046220649225,0.058087745675,1,"erp_gender_agreement_200_500_lateral_retfree"
"z_recoded_caudality",-0.0439027965,-0.04992789775,-0.037883563375,1,"erp_gender_agreement_200_500_lateral_retfree"
"z_multilingual_language_diversity",-0.00452330005,-0.015733021525,0.00666704578249999,0.79096875,"erp_gender_agreement_200_500_lateral_retfree"
"z_recoded_grammaticality:z_recoded_session",0.0121670425,0.00336201263750001,0.020938607275,0.99640625,"erp_gender_agreement_200_500_lateral_retfree"
"z_recoded_grammaticality:z_recoded_mini_language",0.00536485215,-0.01104289565,0.02156934975,0.74665625,"erp_gender_agreement_200_500_lateral_retfree"
"z_recoded_session:z_recoded_mini_language",-0.0388763485,-0.075637466625,-0.00164910829250007,0.97953125,"erp_gender_agreement_200_500_lateral_retfree"
"z_recoded_grammaticality:z_retention",0.0020461927,-0.021980051425,0.02548720865,0.56515625,"erp_gender_agreement_200_500_lateral_retfree"
"z_recoded_mini_language:z_retention",0.0306006935,0.004015025375,0.05737915115,0.9874375,"erp_gender_agreement_200_500_lateral_retfree"
"z_recoded_grammaticality:z_recoded_hemisphere",0.0036631922,-0.00232639768,0.0096655632275,0.8838125,"erp_gender_agreement_200_500_lateral_retfree"
"z_recoded_grammaticality:z_recoded_caudality",-0.0044983676,-0.010465420825,0.0014137830625,0.93134375,"erp_gender_agreement_200_500_lateral_retfree"
"z_recoded_grammaticality:z_recoded_session:z_recoded_mini_language",-0.0062639759,-0.01500922505,0.0024471934825,0.92203125,"erp_gender_agreement_200_500_lateral_retfree"
"z_recoded_grammaticality:z_recoded_mini_language:z_retention",0.0237355725,0.000401826516000006,0.047499851175,0.9766875,"erp_gender_agreement_200_500_lateral_retfree"
"Intercept",0.00387842525,-0.01078933955,0.0185359028,0.7001875,"erp_gender_agreement_200_500_lateral"
"z_baseline_predictor",0.5254429,0.51944489975,0.53152914675,1,"erp_gender_agreement_200_500_lateral"
"z_recoded_grammaticality",0.0122735915,-0.0017195171325,0.026585774825,0.95771875,"erp_gender_agreement_200_500_lateral"
"z_recoded_session",0.040168504,0.00320012145000003,0.07595723495,0.98265625,"erp_gender_agreement_200_500_lateral"
