"parameter","median","ci_low","ci_high","pd","model"
"z_recoded_grammaticality:z_recoded_session:z_recoded_mini_language",0.00765157465,-0.0014459235875,0.01669863475,0.94925,"erp_gender_agreement_200_500_midline"
"Intercept",0.00054568963,-0.013378683375,0.01477469205,0.53084375,"erp_gender_agreement_200_500_midline_weakprior_itemslope"
"z_baseline_predictor",0.4869042,0.47800422725,0.4958022505,1,"erp_gender_agreement_200_500_midline_weakprior_itemslope"
"z_recoded_grammaticality",0.0246408555,0.004401209645,0.0443200646,0.99128125,"erp_gender_agreement_200_500_midline_weakprior_itemslope"
"z_recoded_session",0.015030635,-0.01927965685,0.0501600002,0.80696875,"erp_gender_agreement_200_500_midline_weakprior_itemslope"
"z_recoded_mini_language",0.00031142083,-0.013998557975,0.0145918709,0.5165625,"erp_gender_agreement_200_500_midline_weakprior_itemslope"
"z_recoded_caudality",-0.0208150305,-0.029345402175,-0.012237112125,1,"erp_gender_agreement_200_500_midline_weakprior_itemslope"
"z_multilingual_language_diversity",-0.00223528305,-0.012895581925,0.008582683995,0.6601875,"erp_gender_agreement_200_500_midline_weakprior_itemslope"
"z_recoded_grammaticality:z_recoded_session",0.00758770265,-0.001516835365,0.0165739115,0.95084375,"erp_gender_agreement_200_500_midline_weakprior_itemslope"
"z_recoded_grammaticality:z_recoded_mini_language",-0.00281186025,-0.0225486159,0.0174980502,0.6098125,"erp_gender_agreement_200_500_midline_weakprior_itemslope"
"z_recoded_session:z_recoded_mini_language",-0.021457942,-0.0562233802,0.013081538,0.89321875,"erp_gender_agreement_200_500_midline_weakprior_itemslope"
"z_recoded_grammaticality:z_recoded_caudality",0.00440712015,-0.0042904235275,0.013094456425,0.84078125,"erp_gender_agreement_200_500_midline_weakprior_itemslope"
"z_recoded_grammaticality:z_recoded_session:z_recoded_mini_language",0.0069050808,-0.002213073425,0.0160585126,0.9318125,"erp_gender_agreement_200_500_midline_weakprior_itemslope"
"Intercept",0.0004684581,-0.013646298825,0.014504791125,0.52575,"erp_gender_agreement_200_500_midline_weakprior"
"z_baseline_predictor",0.486507145,0.4777389855,0.495279134,1,"erp_gender_agreement_200_500_midline_weakprior"
"z_recoded_grammaticality",0.02471202,0.00710646936750001,0.042005448725,0.99640625,"erp_gender_agreement_200_500_midline_weakprior"
"z_recoded_session",0.014194957,-0.020710218375,0.0487489233,0.79203125,"erp_gender_agreement_200_500_midline_weakprior"
"z_recoded_mini_language",-0.00037876856,-0.014564260875,0.0138377426,0.52115625,"erp_gender_agreement_200_500_midline_weakprior"
"z_recoded_caudality",-0.0208156955,-0.02949197385,-0.0120983993,1,"erp_gender_agreement_200_500_midline_weakprior"
"z_multilingual_language_diversity",-0.0019185926,-0.0124389849,0.00871051043,0.63959375,"erp_gender_agreement_200_500_midline_weakprior"
"z_recoded_grammaticality:z_recoded_session",0.00794250985,-0.0011719625525,0.0169904689,0.955375,"erp_gender_agreement_200_500_midline_weakprior"
"z_recoded_grammaticality:z_recoded_mini_language",-0.00251026435,-0.02005639555,0.0150085076,0.6095,"erp_gender_agreement_200_500_midline_weakprior"
"z_recoded_session:z_recoded_mini_language",-0.0218229405,-0.056344561025,0.01292498915,0.893375,"erp_gender_agreement_200_500_midline_weakprior"
"z_recoded_grammaticality:z_recoded_caudality",0.00440829255,-0.00421879191,0.0130702942,0.83859375,"erp_gender_agreement_200_500_midline_weakprior"
"z_recoded_grammaticality:z_recoded_session:z_recoded_mini_language",0.00757649055,-0.001236184495,0.016555404125,0.95240625,"erp_gender_agreement_200_500_midline_weakprior"
"Intercept",0.0334769695,0.0158795338,0.051549190925,0.99990625,"erp_gender_agreement_300_600_lateral_itemslope_retfree"
"z_baseline_predictor",0.46453226,0.45825587525,0.47084481775,1,"erp_gender_agreement_300_600_lateral_itemslope_retfree"
"z_recoded_grammaticality",0.0176674295,-0.000957194446749998,0.036423938175,0.968375,"erp_gender_agreement_300_600_lateral_itemslope_retfree"
"z_recoded_session",-0.0121128165,-0.04912272855,0.0247451612,0.73915625,"erp_gender_agreement_300_600_lateral_itemslope_retfree"
"z_recoded_mini_language",0.0160888305,-0.00177080054,0.03403426095,0.9615625,"erp_gender_agreement_300_600_lateral_itemslope_retfree"
"z_retention",0.08715494,0.059393989775,0.114437256,1,"erp_gender_agreement_300_600_lateral_itemslope_retfree"
"z_recoded_hemisphere",0.044115534,0.038016408325,0.050314580025,1,"erp_gender_agreement_300_600_lateral_itemslope_retfree"
"z_recoded_caudality",-0.10293341,-0.10921063175,-0.096742225375,1,"erp_gender_agreement_300_600_lateral_itemslope_retfree"
"z_multilingual_language_diversity",-0.0029602918,-0.014559743725,0.00864419756749999,0.6955,"erp_gender_agreement_300_600_lateral_itemslope_retfree"
"z_recoded_grammaticality:z_recoded_session",0.013273251,0.0042417134425,0.0222266414,0.9981875,"erp_gender_agreement_300_600_lateral_itemslope_retfree"
"z_recoded_grammaticality:z_recoded_mini_language",0.00313968055,-0.015799302275,0.022154624475,0.63021875,"erp_gender_agreement_300_600_lateral_itemslope_retfree"
"z_recoded_session:z_recoded_mini_language",-0.0484717015,-0.0858280435,-0.01137580565,0.99425,"erp_gender_agreement_300_600_lateral_itemslope_retfree"
"z_recoded_grammaticality:z_retention",0.00149133485,-0.023036230575,0.02551103085,0.54825,"erp_gender_agreement_300_600_lateral_itemslope_retfree"
"z_recoded_mini_language:z_retention",0.048296043,0.02047015955,0.076021690225,0.99978125,"erp_gender_agreement_300_600_lateral_itemslope_retfree"
"z_recoded_grammaticality:z_recoded_hemisphere",0.0037143339,-0.002405538425,0.009866309135,0.88525,"erp_gender_agreement_300_600_lateral_itemslope_retfree"
"z_recoded_grammaticality:z_recoded_caudality",-0.00490931575,-0.01095495425,0.0012278372,0.94084375,"erp_gender_agreement_300_600_lateral_itemslope_retfree"
"z_recoded_grammaticality:z_recoded_session:z_recoded_mini_language",-0.0099634337,-0.019019292575,-0.0010063538175,0.98521875,"erp_gender_agreement_300_600_lateral_itemslope_retfree"
"z_recoded_grammaticality:z_recoded_mini_language:z_retention",0.028333259,0.0041362503675,0.05280624605,0.9888125,"erp_gender_agreement_300_600_lateral_itemslope_retfree"
"Intercept",0.000509157865,-0.0140516993,0.01527082955,0.52834375,"erp_gender_agreement_300_600_lateral_itemslope"
"z_baseline_predictor",0.464555105,0.458239755,0.47089641625,1,"erp_gender_agreement_300_600_lateral_itemslope"
"z_recoded_grammaticality",0.0167693305,-6.24041666999984e-05,0.03375736605,0.97459375,"erp_gender_agreement_300_600_lateral_itemslope"
"z_recoded_session",0.0050217876,-0.031983062325,0.0414983538999999,0.60675,"erp_gender_agreement_300_600_lateral_itemslope"
"z_recoded_mini_language",-0.0026377989,-0.017471870625,0.01226057725,0.6389375,"erp_gender_agreement_300_600_lateral_itemslope"
"z_recoded_hemisphere",0.0441544995,0.03800679645,0.050272688075,1,"erp_gender_agreement_300_600_lateral_itemslope"
"z_recoded_caudality",-0.102951565,-0.109107789,-0.0968083808,1,"erp_gender_agreement_300_600_lateral_itemslope"
"z_multilingual_language_diversity",-0.0025177914,-0.013985402,0.00887148262,0.6674375,"erp_gender_agreement_300_600_lateral_itemslope"
"z_recoded_grammaticality:z_recoded_session",0.013445757,0.006964255705,0.01998312795,1,"erp_gender_agreement_300_600_lateral_itemslope"
"z_recoded_grammaticality:z_recoded_mini_language",-0.00633952965,-0.0234284263,0.0108677135,0.7679375,"erp_gender_agreement_300_600_lateral_itemslope"
"z_recoded_session:z_recoded_mini_language",-0.0393649495,-0.075832561825,-0.00243633605750003,0.98071875,"erp_gender_agreement_300_600_lateral_itemslope"
"z_recoded_grammaticality:z_recoded_hemisphere",0.00375052305,-0.0025205063375,0.00991346107,0.8795,"erp_gender_agreement_300_600_lateral_itemslope"
"z_recoded_grammaticality:z_recoded_caudality",-0.00490836445,-0.011069515075,0.00128338134,0.93934375,"erp_gender_agreement_300_600_lateral_itemslope"
"z_recoded_grammaticality:z_recoded_session:z_recoded_mini_language",-0.0026051408,-0.0090739373,0.00401786836499999,0.78340625,"erp_gender_agreement_300_600_lateral_itemslope"
"Intercept",0.033562148,0.015755465225,0.05101473625,0.99990625,"erp_gender_agreement_300_600_lateral_retfree"
"z_baseline_predictor",0.46480553,0.4584921945,0.47109913725,1,"erp_gender_agreement_300_600_lateral_retfree"
"z_recoded_grammaticality",0.017158016,0.000551159061750001,0.03380651035,0.97890625,"erp_gender_agreement_300_600_lateral_retfree"
"z_recoded_session",-0.0123633525,-0.049504870575,0.023964211925,0.7495,"erp_gender_agreement_300_600_lateral_retfree"
"z_recoded_mini_language",0.0162717915,-0.001048374405,0.033728423775,0.96740625,"erp_gender_agreement_300_600_lateral_retfree"
"z_retention",0.086031817,0.0582791084,0.11356184175,1,"erp_gender_agreement_300_600_lateral_retfree"
"z_recoded_hemisphere",0.044134684,0.037940901975,0.050329538525,1,"erp_gender_agreement_300_600_lateral_retfree"
"z_recoded_caudality",-0.10296565,-0.1092076295,-0.096747115125,1,"erp_gender_agreement_300_600_lateral_retfree"
"z_multilingual_language_diversity",-0.0025456613,-0.01311590665,0.00808170585749999,0.68521875,"erp_gender_agreement_300_600_lateral_retfree"
"z_recoded_grammaticality:z_recoded_session",0.0137854015,0.0047524055175,0.022799685525,0.99875,"erp_gender_agreement_300_600_lateral_retfree"
"z_recoded_grammaticality:z_recoded_mini_language",0.002778503,-0.0136191178,0.0191612265,0.63175,"erp_gender_agreement_300_600_lateral_retfree"
"z_recoded_session:z_recoded_mini_language",-0.0486008925,-0.085117277725,-0.011354988425,0.9940625,"erp_gender_agreement_300_600_lateral_retfree"
"z_recoded_grammaticality:z_retention",0.00062475345,-0.023903158425,0.0249288455,0.51809375,"erp_gender_agreement_300_600_lateral_retfree"
"z_recoded_mini_language:z_retention",0.048989813,0.021733594425,0.076500427425,0.99971875,"erp_gender_agreement_300_600_lateral_retfree"
"z_recoded_grammaticality:z_recoded_hemisphere",0.00370280075,-0.0024098508275,0.0098956879075,0.8773125,"erp_gender_agreement_300_600_lateral_retfree"
"z_recoded_grammaticality:z_recoded_caudality",-0.00487563265,-0.011163267725,0.0013478267025,0.9369375,"erp_gender_agreement_300_600_lateral_retfree"
"z_recoded_grammaticality:z_recoded_session:z_recoded_mini_language",-0.00945567895,-0.018497940775,-0.000547688263000015,0.98134375,"erp_gender_agreement_300_600_lateral_retfree"
"z_recoded_grammaticality:z_recoded_mini_language:z_retention",0.028176945,0.00386752731000001,0.0525773066,0.98859375,"erp_gender_agreement_300_600_lateral_retfree"
"Intercept",0.000949400475,-0.013095519,0.01515423935,0.55296875,"erp_gender_agreement_300_600_lateral"
"z_baseline_predictor",0.464770975,0.45844258575,0.471055354,1,"erp_gender_agreement_300_600_lateral"
"z_recoded_grammaticality",0.016559579,0.0023628101175,0.030818579625,0.9888125,"erp_gender_agreement_300_600_lateral"
"z_recoded_session",0.0049267464,-0.031086651625,0.0411544696999999,0.60840625,"erp_gender_agreement_300_600_lateral"
"z_recoded_mini_language",-0.0028379917,-0.016998923425,0.011244335725,0.65453125,"erp_gender_agreement_300_600_lateral"
"z_recoded_hemisphere",0.044108558,0.037937911925,0.050336464925,1,"erp_gender_agreement_300_600_lateral"
"z_recoded_caudality",-0.102944885,-0.109234272,-0.0967302592,1,"erp_gender_agreement_300_600_lateral"
"z_multilingual_language_diversity",-0.00194103885,-0.012606291425,0.00849004412499999,0.6420625,"erp_gender_agreement_300_600_lateral"
"z_recoded_grammaticality:z_recoded_session",0.0136831195,0.0070524963675,0.020229193,1,"erp_gender_agreement_300_600_lateral"
"z_recoded_grammaticality:z_recoded_mini_language",-0.00654276385,-0.020646036025,0.00766353895499999,0.81621875,"erp_gender_agreement_300_600_lateral"
"z_recoded_session:z_recoded_mini_language",-0.0392769215,-0.076209909375,-0.00302671570250003,0.9826875,"erp_gender_agreement_300_600_lateral"
"z_recoded_grammaticality:z_recoded_hemisphere",0.00373583945,-0.0024066232175,0.00994424087,0.8821875,"erp_gender_agreement_300_600_lateral"
"z_recoded_grammaticality:z_recoded_caudality",-0.00487574755,-0.011034590925,0.001313081005,0.94040625,"erp_gender_agreement_300_600_lateral"
"z_recoded_grammaticality:z_recoded_session:z_recoded_mini_language",-0.0021614845,-0.0088000753025,0.00439323865,0.7426875,"erp_gender_agreement_300_600_lateral"
"Intercept",0.0005390236,-0.01415612305,0.0150494017,0.5285,"erp_gender_agreement_300_600_lateral_weakprior_itemslope"
"z_baseline_predictor",0.464570395,0.4582505965,0.47085625425,1,"erp_gender_agreement_300_600_lateral_weakprior_itemslope"
"z_recoded_grammaticality",0.0169589865,-0.000358815972749997,0.03423373095,0.972375,"erp_gender_agreement_300_600_lateral_weakprior_itemslope"
"z_recoded_session",0.0053773924,-0.0316040521,0.042319401875,0.61578125,"erp_gender_agreement_300_600_lateral_weakprior_itemslope"
"z_recoded_mini_language",-0.00279093395,-0.017558987825,0.01209421845,0.64425,"erp_gender_agreement_300_600_lateral_weakprior_itemslope"
"z_recoded_hemisphere",0.044125567,0.03797524805,0.0502417861,1,"erp_gender_agreement_300_600_lateral_weakprior_itemslope"
"z_recoded_caudality",-0.10296376,-0.109155353,-0.096770567625,1,"erp_gender_agreement_300_600_lateral_weakprior_itemslope"
"z_multilingual_language_diversity",-0.0024608019,-0.014034638075,0.00908592851999998,0.66753125,"erp_gender_agreement_300_600_lateral_weakprior_itemslope"
"z_recoded_grammaticality:z_recoded_session",0.013440925,0.0069172815,0.01989793335,1,"erp_gender_agreement_300_600_lateral_weakprior_itemslope"
"z_recoded_grammaticality:z_recoded_mini_language",-0.0064349854,-0.0235601358,0.01058492005,0.7730625,"erp_gender_agreement_300_600_lateral_weakprior_itemslope"
"z_recoded_session:z_recoded_mini_language",-0.0395382125,-0.076937779425,-0.00231411576750002,0.98128125,"erp_gender_agreement_300_600_lateral_weakprior_itemslope"
"z_recoded_grammaticality:z_recoded_hemisphere",0.00374601575,-0.00246411117,0.00991247851,0.8856875,"erp_gender_agreement_300_600_lateral_weakprior_itemslope"
"z_recoded_grammaticality:z_recoded_caudality",-0.00490809715,-0.0111158695,0.00125697365999999,0.94175,"erp_gender_agreement_300_600_lateral_weakprior_itemslope"
"z_recoded_grammaticality:z_recoded_session:z_recoded_mini_language",-0.00260270855,-0.009129686,0.00388627634999999,0.779875,"erp_gender_agreement_300_600_lateral_weakprior_itemslope"
"Intercept",0.00094745931,-0.01301379325,0.014975621,0.55509375,"erp_gender_agreement_300_600_lateral_weakprior"
"z_baseline_predictor",0.46479091,0.45845311675,0.471156143,1,"erp_gender_agreement_300_600_lateral_weakprior"
"z_recoded_grammaticality",0.0167192895,0.00270521835500001,0.030930272275,0.9903125,"erp_gender_agreement_300_600_lateral_weakprior"
"z_recoded_session",0.00481187745,-0.032001256675,0.04166705395,0.60315625,"erp_gender_agreement_300_600_lateral_weakprior"
"z_recoded_mini_language",-0.00276626855,-0.0170214704,0.0113303465,0.64728125,"erp_gender_agreement_300_600_lateral_weakprior"
"z_recoded_hemisphere",0.0441500095,0.037882657725,0.05034344425,1,"erp_gender_agreement_300_600_lateral_weakprior"
"z_recoded_caudality",-0.102967865,-0.1091861235,-0.096722917325,1,"erp_gender_agreement_300_600_lateral_weakprior"
"z_multilingual_language_diversity",-0.0019297118,-0.0125693981,0.00861761164499999,0.64078125,"erp_gender_agreement_300_600_lateral_weakprior"
"z_recoded_grammaticality:z_recoded_session",0.0136872555,0.0071337874775,0.020240112975,0.99996875,"erp_gender_agreement_300_600_lateral_weakprior"
"z_recoded_grammaticality:z_recoded_mini_language",-0.00657942155,-0.0207918752,0.00751355515,0.81940625,"erp_gender_agreement_300_600_lateral_weakprior"
"z_recoded_session:z_recoded_mini_language",-0.0390956005,-0.076118719125,-0.00194987563750001,0.981,"erp_gender_agreement_300_600_lateral_weakprior"
"z_recoded_grammaticality:z_recoded_hemisphere",0.00373470685,-0.002507106995,0.009923763575,0.87840625,"erp_gender_agreement_300_600_lateral_weakprior"
"z_recoded_grammaticality:z_recoded_caudality",-0.0048965749,-0.01098625195,0.0011941117125,0.939,"erp_gender_agreement_300_600_lateral_weakprior"
"z_recoded_grammaticality:z_recoded_session:z_recoded_mini_language",-0.0021429146,-0.0086111482025,0.0043700623225,0.7415625,"erp_gender_agreement_300_600_lateral_weakprior"
"Intercept",0.0414525395,0.0208814946,0.0618196528,0.9999375,"erp_gender_agreement_300_600_midline_itemslope_retfree"
"z_baseline_predictor",0.419609355,0.410459134,0.42886173525,1,"erp_gender_agreement_300_600_midline_itemslope_retfree"
"z_recoded_grammaticality",0.0323814825,0.0080857036525,0.056499903375,0.99603125,"erp_gender_agreement_300_600_midline_itemslope_retfree"
"z_recoded_session",-0.046728247,-0.08471865355,-0.00763186102250001,0.99028125,"erp_gender_agreement_300_600_midline_itemslope_retfree"
"z_recoded_mini_language",0.0070377354,-0.013500971775,0.027644040925,0.7455,"erp_gender_agreement_300_600_midline_itemslope_retfree"
"z_retention",0.11657972,0.077943917525,0.15468934875,1,"erp_gender_agreement_300_600_midline_itemslope_retfree"
"z_recoded_caudality",-0.068791801,-0.077630121075,-0.0598146425,1,"erp_gender_agreement_300_600_midline_itemslope_retfree"
"z_multilingual_language_diversity",-0.00177728615,-0.012860505975,0.0093738486,0.62446875,"erp_gender_agreement_300_600_midline_itemslope_retfree"
"z_recoded_grammaticality:z_recoded_session",0.00984282185,-0.0029299992725,0.0227002817,0.93140625,"erp_gender_agreement_300_600_midline_itemslope_retfree"
"z_recoded_grammaticality:z_recoded_mini_language",0.0081298603,-0.015863239925,0.032477800075,0.744375,"erp_gender_agreement_300_600_midline_itemslope_retfree"
"z_recoded_session:z_recoded_mini_language",-0.0312578235,-0.069839456175,0.00788303105749994,0.9395625,"erp_gender_agreement_300_600_midline_itemslope_retfree"
"z_recoded_grammaticality:z_retention",0.00640505385,-0.028296849225,0.0412766747,0.6428125,"erp_gender_agreement_300_600_midline_itemslope_retfree"
"z_recoded_mini_language:z_retention",0.020742662,-0.01786224405,0.059230508325,0.853625,"erp_gender_agreement_300_600_midline_itemslope_retfree"
"z_recoded_grammaticality:z_recoded_caudality",0.00339295525,-0.0054882061975,0.012325875975,0.77359375,"erp_gender_agreement_300_600_midline_itemslope_retfree"
"z_recoded_grammaticality:z_recoded_session:z_recoded_mini_language",-0.0088869037,-0.021836700275,0.00410222012,0.91090625,"erp_gender_agreement_300_600_midline_itemslope_retfree"
"z_recoded_grammaticality:z_recoded_mini_language:z_retention",0.0510095775,0.015388062975,0.086529173575,0.9975,"erp_gender_agreement_300_600_midline_itemslope_retfree"
"Intercept",-0.00158961835,-0.0165722346,0.01320541285,0.58515625,"erp_gender_agreement_300_600_midline_itemslope"
"z_baseline_predictor",0.419368575,0.41022903575,0.42848170875,1,"erp_gender_agreement_300_600_midline_itemslope"
"z_recoded_grammaticality",0.0295681205,0.00869133154250002,0.050253140725,0.9968125,"erp_gender_agreement_300_600_midline_itemslope"
"z_recoded_session",-0.0218291685,-0.060172270875,0.0156500145999999,0.8725625,"erp_gender_agreement_300_600_midline_itemslope"
"z_recoded_mini_language",-0.00165650905,-0.0171034878,0.01326266815,0.58521875,"erp_gender_agreement_300_600_midline_itemslope"
"z_recoded_caudality",-0.0687045295,-0.07779548855,-0.05978070515,1,"erp_gender_agreement_300_600_midline_itemslope"
"z_multilingual_language_diversity",-0.0013425202,-0.012532027625,0.00991380294999999,0.59265625,"erp_gender_agreement_300_600_midline_itemslope"
"z_recoded_grammaticality:z_recoded_session",0.0109183585,0.001633551535,0.02033381125,0.98890625,"erp_gender_agreement_300_600_midline_itemslope"
"z_recoded_grammaticality:z_recoded_mini_language",-0.00887577855,-0.0298176608,0.012308763125,0.79540625,"erp_gender_agreement_300_600_midline_itemslope"
"z_recoded_session:z_recoded_mini_language",-0.027091501,-0.06608770625,0.01160055,0.92078125,"erp_gender_agreement_300_600_midline_itemslope"
"z_recoded_grammaticality:z_recoded_caudality",0.0034149099,-0.0054781689575,0.012301008075,0.77784375,"erp_gender_agreement_300_600_midline_itemslope"
"z_recoded_grammaticality:z_recoded_session:z_recoded_mini_language",0.00440514995,-0.0049109909725,0.013635541325,0.82165625,"erp_gender_agreement_300_600_midline_itemslope"
"Intercept",0.04092953,0.0204924557,0.06151506615,0.99996875,"erp_gender_agreement_300_600_midline_retfree"
"z_baseline_predictor",0.419193475,0.41007366275,0.42841559525,1,"erp_gender_agreement_300_600_midline_retfree"
"z_recoded_grammaticality",0.0320588765,0.0099372079375,0.05436770515,0.9976875,"erp_gender_agreement_300_600_midline_retfree"
"z_recoded_session",-0.046712126,-0.0861364122249999,-0.008656211355,0.992375,"erp_gender_agreement_300_600_midline_retfree"
"z_recoded_mini_language",0.0058686349,-0.0150099076,0.026669221475,0.71696875,"erp_gender_agreement_300_600_midline_retfree"
"z_retention",0.11549979,0.076932382125,0.15398859,1,"erp_gender_agreement_300_600_midline_retfree"
"z_recoded_caudality",-0.0687275655,-0.077787054525,-0.05970789805,1,"erp_gender_agreement_300_600_midline_retfree"
"z_multilingual_language_diversity",-0.00109205595,-0.0121456896,0.00997184902,0.58015625,"erp_gender_agreement_300_600_midline_retfree"
"z_recoded_grammaticality:z_recoded_session",0.010424496,-0.0024310774475,0.023179478275,0.9420625,"erp_gender_agreement_300_600_midline_retfree"
"z_recoded_grammaticality:z_recoded_mini_language",0.0080967355,-0.014086231725,0.030727144575,0.76446875,"erp_gender_agreement_300_600_midline_retfree"
"z_recoded_session:z_recoded_mini_language",-0.0304039945,-0.069629180025,0.008621058345,0.9393125,"erp_gender_agreement_300_600_midline_retfree"
"z_recoded_grammaticality:z_retention",0.00571115185,-0.0289789709,0.040849897775,0.62796875,"erp_gender_agreement_300_600_midline_retfree"
"z_recoded_mini_language:z_retention",0.0191825885,-0.0195321726,0.0578813521,0.83509375,"erp_gender_agreement_300_600_midline_retfree"
"z_recoded_grammaticality:z_recoded_caudality",0.0034352939,-0.0056340293725,0.0124343818,0.77190625,"erp_gender_agreement_300_600_midline_retfree"
"z_recoded_grammaticality:z_recoded_session:z_recoded_mini_language",-0.00838439715,-0.02136995565,0.00473843767499999,0.89253125,"erp_gender_agreement_300_600_midline_retfree"
"z_recoded_grammaticality:z_recoded_mini_language:z_retention",0.0512658805,0.015501872275,0.08666798795,0.99775,"erp_gender_agreement_300_600_midline_retfree"
"Intercept",-0.00176052505,-0.016848117875,0.01294547175,0.59175,"erp_gender_agreement_300_600_midline"
"z_baseline_predictor",0.4189278,0.40974022425,0.42802252075,1,"erp_gender_agreement_300_600_midline"
"z_recoded_grammaticality",0.029424917,0.01088167775,0.04814284725,0.9990625,"erp_gender_agreement_300_600_midline"
"z_recoded_session",-0.022639611,-0.060628063225,0.015003286125,0.8800625,"erp_gender_agreement_300_600_midline"
"z_recoded_mini_language",-0.00212574905,-0.0172350112,0.013060138875,0.60821875,"erp_gender_agreement_300_600_midline"
"z_recoded_caudality",-0.0687328225,-0.077634640375,-0.05977228475,1,"erp_gender_agreement_300_600_midline"
"z_multilingual_language_diversity",-0.00075698524,-0.011970477275,0.010605974975,0.5531875,"erp_gender_agreement_300_600_midline"
"z_recoded_grammaticality:z_recoded_session",0.0112616905,0.001633812905,0.0206823862,0.989375,"erp_gender_agreement_300_600_midline"
"z_recoded_grammaticality:z_recoded_mini_language",-0.00893128085,-0.027290304,0.00957238256749999,0.83,"erp_gender_agreement_300_600_midline"
"z_recoded_session:z_recoded_mini_language",-0.0272297795,-0.0656176981,0.0102909377,0.9220625,"erp_gender_agreement_300_600_midline"
"z_recoded_grammaticality:z_recoded_caudality",0.0034216162,-0.0054600192475,0.0122638028,0.77459375,"erp_gender_agreement_300_600_midline"
"z_recoded_grammaticality:z_recoded_session:z_recoded_mini_language",0.0049389241,-0.004526204985,0.0143762463,0.8474375,"erp_gender_agreement_300_600_midline"
"Intercept",-0.0015652381,-0.016525467875,0.0134586326,0.581,"erp_gender_agreement_300_600_midline_weakprior_itemslope"
"z_baseline_predictor",0.419365645,0.41019972075,0.428551458,1,"erp_gender_agreement_300_600_midline_weakprior_itemslope"
"z_recoded_grammaticality",0.0294841135,0.00845483191000002,0.050833781025,0.99725,"erp_gender_agreement_300_600_midline_weakprior_itemslope"
"z_recoded_session",-0.022285705,-0.060949871575,0.016407543125,0.87246875,"erp_gender_agreement_300_600_midline_weakprior_itemslope"
"z_recoded_mini_language",-0.00163055855,-0.0166029033,0.01327520785,0.5845625,"erp_gender_agreement_300_600_midline_weakprior_itemslope"
"z_recoded_caudality",-0.0687732685,-0.07776478585,-0.0597805296,1,"erp_gender_agreement_300_600_midline_weakprior_itemslope"
"z_multilingual_language_diversity",-0.0014367203,-0.012649988625,0.0101308348,0.59684375,"erp_gender_agreement_300_600_midline_weakprior_itemslope"
"z_recoded_grammaticality:z_recoded_session",0.01090817,0.001582026005,0.020338262,0.9883125,"erp_gender_agreement_300_600_midline_weakprior_itemslope"
"z_recoded_grammaticality:z_recoded_mini_language",-0.0088449915,-0.030135874475,0.01219699265,0.79653125,"erp_gender_agreement_300_600_midline_weakprior_itemslope"
"z_recoded_session:z_recoded_mini_language",-0.027129683,-0.065325115675,0.011195367775,0.91790625,"erp_gender_agreement_300_600_midline_weakprior_itemslope"
"z_recoded_grammaticality:z_recoded_caudality",0.0033965758,-0.00542331611499999,0.012229439475,0.77053125,"erp_gender_agreement_300_600_midline_weakprior_itemslope"
"z_recoded_grammaticality:z_recoded_session:z_recoded_mini_language",0.00439646795,-0.00496659780499999,0.013846957275,0.81515625,"erp_gender_agreement_300_600_midline_weakprior_itemslope"
"Intercept",-0.0018071448,-0.01694467905,0.013337163325,0.591375,"erp_gender_agreement_300_600_midline_weakprior"
"z_baseline_predictor",0.418887165,0.40976261025,0.428204908,1,"erp_gender_agreement_300_600_midline_weakprior"
"z_recoded_grammaticality",0.029549516,0.0110881509,0.048183502975,0.99903125,"erp_gender_agreement_300_600_midline_weakprior"
"z_recoded_session",-0.022529268,-0.0613632828,0.0154201925,0.8760625,"erp_gender_agreement_300_600_midline_weakprior"
"z_recoded_mini_language",-0.00222529765,-0.017396276925,0.01277832425,0.6165625,"erp_gender_agreement_300_600_midline_weakprior"
"z_recoded_caudality",-0.068738686,-0.07771146965,-0.059671125025,1,"erp_gender_agreement_300_600_midline_weakprior"
"z_multilingual_language_diversity",-0.000818164525,-0.0120341679,0.010572295725,0.556875,"erp_gender_agreement_300_600_midline_weakprior"
"z_recoded_grammaticality:z_recoded_session",0.0111766125,0.001757164495,0.020636597375,0.989625,"erp_gender_agreement_300_600_midline_weakprior"
"z_recoded_grammaticality:z_recoded_mini_language",-0.0088687089,-0.02772411085,0.009932798265,0.82528125,"erp_gender_agreement_300_600_midline_weakprior"
"z_recoded_session:z_recoded_mini_language",-0.027050705,-0.0654297158,0.01046405065,0.92084375,"erp_gender_agreement_300_600_midline_weakprior"
"z_recoded_grammaticality:z_recoded_caudality",0.0033903905,-0.0054468943675,0.01238366655,0.7711875,"erp_gender_agreement_300_600_midline_weakprior"
"z_recoded_grammaticality:z_recoded_session:z_recoded_mini_language",0.0049271102,-0.00435236248,0.014235280925,0.85221875,"erp_gender_agreement_300_600_midline_weakprior"
"Intercept",-0.00116398835,-0.017692036675,0.015567062425,0.55684375,"erp_gender_agreement_400_900_lateral_itemslope_retfree"
"z_baseline_predictor",0.40401816,0.39738597275,0.41055800175,1,"erp_gender_agreement_400_900_lateral_itemslope_retfree"
"z_recoded_grammaticality",0.017277969,-0.002263135195,0.036693933775,0.9579375,"erp_gender_agreement_400_900_lateral_itemslope_retfree"
"z_recoded_session",0.01228835,-0.019055236325,0.0433148537,0.781625,"erp_gender_agreement_400_900_lateral_itemslope_retfree"
"z_recoded_mini_language",0.0042943066,-0.0124523592,0.021319990175,0.69240625,"erp_gender_agreement_400_900_lateral_itemslope_retfree"
